RacerID,Course,RacesRun,QuinellaRate,FirstPlaceRate,Nige,Makuri
4919,6,495,5.0,1.0,0,0
4920,1,77,37.6,18.1,13,0
4920,2,106,17.9,6.6,0,3
4920,3,119,10.0,2.5,0,2
4920,4,115,14.7,6.9,0,5
4920,5,149,8.0,4.0,0,3
4920,6,330,2.4,0.3,0,1
4921,1,49,42.8,26.5,13,0
4921,2,67,19.4,4.4,0,1
4921,3,72,9.7,2.7,0,1
4921,4,98,12.2,5.1,0,3
4921,5,142,7.7,0.7,0,0
4921,6,308,5.5,1.3,0,4
4922,1,0,0.0,0.0,0,0
4922,2,0,0.0,0.0,0,0
4922,3,0,0.0,0.0,0,0
4922,4,20,0.0,0.0,0,0
4922,5,53,0.0,0.0,0,0
4922,6,206,0.0,0.0,0,0
4923,1,46,15.2,4.3,2,0
4923,2,69,21.7,5.8,0,2
4923,3,83,9.6,1.2,0,1
4923,4,80,1.2,0.0,0,0
4923,5,115,0.8,0.0,0,0
4923,6,340,0.0,0.0,0,0
4924,1,154,43.5,24.0,36,0
4924,2,222,21.6,6.3,0,5
4924,3,221,16.7,7.2,0,7
4924,4,226,19.4,7.0,0,8
4924,5,279,10.3,1.0,0,0
4924,6,357,1.9,0.5,0,0
4925,1,242,59.5,39.6,92,0
4925,2,281,27.0,8.5,0,6
4925,3,324,28.0,11.4,0,14
4925,4,302,30.4,11.9,0,23
4925,5,361,21.3,5.5,0,5
4925,6,395,9.6,2.5,0,5
4926,1,321,81.3,62.6,193,0
4926,2,277,47.2,23.8,0,22
4926,3,301,43.8,24.5,0,34
4926,4,330,39.0,17.5,0,32
4926,5,363,24.7,10.4,0,16
4926,6,465,10.3,2.5,0,3
4927,1,235,69.3,51.0,110,0
4927,2,210,43.8,18.1,0,9
4927,3,233,39.4,17.1,0,28
4927,4,266,33.4,12.0,0,12
4927,5,291,18.2,5.1,0,4
4927,6,389,7.7,0.7,0,1
4928,1,350,82.0,68.5,233,0
4928,2,318,44.6,23.9,0,21
4928,3,313,47.6,23.9,0,15
4928,4,321,42.9,22.7,0,33
4928,5,333,28.8,13.8,0,11
4928,6,411,13.8,5.6,0,2
4929,1,61,22.9,8.2,5,0
4929,2,97,9.2,2.0,0,0
4929,3,80,1.2,0.0,0,0
4929,4,114,3.5,1.7,0,0
4929,5,172,1.7,0.5,0,0
4929,6,305,0.9,0.0,0,0
4930,1,190,68.4,53.6,98,0
4930,2,228,38.6,12.2,0,9
4930,3,228,33.7,12.2,0,12
4930,4,262,29.0,10.3,0,20
4930,5,261,14.9,5.7,0,7
4930,6,481,8.5,3.9,0,8
4931,1,332,77.1,59.0,183,0
4931,2,324,48.7,16.6,0,7
4931,3,311,35.0,12.2,0,16
4931,4,319,28.8,9.4,0,12
4931,5,364,23.3,8.7,0,3
4931,6,439,9.7,1.5,0,1
4932,1,421,84.8,71.7,293,0
4932,2,319,46.7,20.3,0,23
4932,3,315,47.9,21.5,0,23
4932,4,333,39.9,19.8,0,29
4932,5,354,32.4,11.8,0,9
4932,6,430,16.0,4.6,0,6
4933,1,315,83.1,63.1,189,0
4933,2,277,43.6,20.2,0,16
4933,3,301,48.1,25.2,0,20
4933,4,355,32.6,11.2,0,17
4933,5,340,32.3,10.5,0,9
4933,6,442,12.9,3.6,0,3
4934,1,219,65.7,42.4,91,0
4934,2,232,43.1,15.5,0,13
4934,3,247,32.7,11.7,0,18
4934,4,244,31.1,9.0,0,11
4934,5,276,14.8,3.2,0,2
4934,6,496,4.6,0.8,0,0
4936,1,119,69.7,59.6,65,0
4936,2,174,35.6,18.9,0,13
4936,3,175,28.5,12.0,0,13
4936,4,170,24.1,7.0,0,6
4936,5,191,13.0,4.1,0,2
4936,6,300,6.0,0.6,0,1
4937,1,20,50.0,30.0,6,0
4937,2,34,20.5,2.9,0,0
4937,3,41,17.0,0.0,0,0
4937,4,76,9.2,1.3,0,1
4937,5,102,8.8,2.9,0,0
4937,6,358,2.7,0.0,0,0
4938,1,245,77.5,63.2,151,0
4938,2,254,34.6,14.9,0,13
4938,3,278,46.7,19.0,0,37
4938,4,281,21.3,6.0,0,8
4938,5,279,14.3,3.5,0,2
4938,6,354,5.0,0.5,0,1
4939,1,382,84.8,72.2,263,0
4939,2,289,53.9,24.5,0,11
4939,3,277,46.2,23.1,0,19
4939,4,303,42.5,20.4,0,21
4939,5,356,37.0,14.0,0,2
4939,6,390,15.3,3.3,0,5
4940,1,61,27.8,11.4,6,0
4940,2,69,8.7,1.4,0,0
4940,3,93,11.8,2.1,0,0
4940,4,98,8.1,2.0,0,2
4940,5,143,4.2,0.7,0,0
4940,6,359,0.5,0.0,0,0
4941,1,181,43.6,29.8,50,0
4941,2,219,32.8,10.0,0,5
4941,3,247,26.3,6.0,0,2
4941,4,214,17.2,5.1,0,0
4941,5,245,12.2,3.2,0,0
4941,6,395,6.3,1.0,0,0
4942,1,133,41.3,30.0,35,0
4942,2,204,22.0,7.3,0,5
4942,3,225,23.1,4.4,0,5
4942,4,200,17.5,7.0,0,6
4942,5,279,14.3,3.2,0,1
4942,6,385,4.6,1.3,0,1
4943,1,164,50.6,29.8,48,0
4943,2,225,25.3,7.1,0,4
4943,3,220,22.2,7.2,0,3
4943,4,203,15.7,3.4,0,4
4943,5,278,11.1,3.6,0,1
4943,6,366,4.6,1.0,0,0
4944,1,127,42.5,27.5,30,0
4944,2,166,19.8,8.4,0,5
4944,3,172,19.7,6.9,0,3
4944,4,168,12.5,5.9,0,7
4944,5,188,13.8,5.3,0,3
4944,6,347,1.7,0.5,0,1
4945,1,149,50.3,28.8,40,0
4945,2,168,27.3,9.5,0,1
4945,3,185,28.1,9.7,0,4
4945,4,219,22.3,10.9,0,14
4945,5,253,16.6,4.7,0,3
4945,6,368,8.7,2.7,0,2
4946,1,127,55.1,37.8,44,0
4946,2,191,23.0,4.7,0,2
4946,3,198,19.1,3.0,0,3
4946,4,175,14.8,5.1,0,8
4946,5,241,8.7,2.0,0,2
4946,6,427,2.1,0.2,0,0
4947,1,131,38.9,20.6,27,0
4947,2,180,28.3,8.3,0,4
4947,3,185,16.7,3.2,0,1
4947,4,187,14.4,3.2,0,2
4947,5,219,9.1,2.2,0,1
4947,6,467,3.4,0.6,0,0
4948,1,234,69.2,47.8,108,0
4948,2,256,34.7,10.9,0,12
4948,3,290,31.3,7.5,0,17
4948,4,283,23.3,8.8,0,12
4948,5,308,18.1,7.1,0,4
4948,6,388,5.4,0.2,0,0
4949,1,250,72.8,56.8,133,0
4949,2,249,42.1,12.8,0,13
4949,3,294,34.6,9.1,0,7
4949,4,276,31.8,13.7,0,16
4949,5,352,17.3,5.4,0,1
4949,6,430,7.4,0.9,0,1
4950,1,260,71.9,59.2,149,0
4950,2,260,31.1,6.9,0,2
4950,3,289,35.9,8.6,0,10
4950,4,275,25.4,8.3,0,9
4950,5,339,19.7,5.9,0,5
4950,6,472,4.0,0.8,0,0
4951,1,139,53.2,32.3,42,0
4951,2,197,27.9,8.1,0,7
4951,3,201,30.8,9.4,0,7
4951,4,203,25.6,6.9,0,9
4951,5,311,14.4,1.6,0,0
4951,6,476,4.2,0.4,0,0
4952,1,103,48.5,32.0,31,0
4952,2,165,16.9,8.4,0,1
4952,3,160,18.7,3.7,0,2
4952,4,180,10.5,2.7,0,5
4952,5,204,4.9,1.4,0,1
4952,6,367,1.6,0.0,0,0
4953,1,287,77.3,61.6,172,0
4953,2,263,38.0,17.8,0,7
4953,3,283,40.9,18.7,0,17
4953,4,292,31.1,13.7,0,23
4953,5,299,18.0,6.6,0,7
4953,6,379,7.3,0.7,0,0
4954,1,134,52.9,34.3,44,0
4954,2,141,33.3,13.4,0,4
4954,3,163,26.9,9.2,0,5
4954,4,199,27.6,12.5,0,14
4954,5,208,16.3,5.7,0,6
4954,6,357,7.2,3.0,0,3
4955,1,50,44.0,26.0,12,0
4955,2,90,16.6,3.3,0,2
4955,3,79,16.4,5.0,0,2
4955,4,87,12.6,3.4,0,3
4955,5,159,5.6,2.5,0,2
4955,6,359,1.3,0.5,0,0
4956,1,128,39.0,24.2,29,0
4956,2,179,20.1,4.4,0,1
4956,3,188,17.5,4.7,0,4
4956,4,167,13.7,3.5,0,0
4956,5,215,7.4,0.4,0,0
4956,6,358,1.1,0.0,0,0
4957,1,151,60.2,45.0,66,0
4957,2,225,32.4,11.1,1,6
4957,3,248,27.8,9.2,0,3
4957,4,216,17.5,5.5,0,3
4957,5,310,17.4,5.4,0,1
4957,6,467,4.2,1.2,0,0
4958,1,299,72.9,58.8,163,0
4958,2,296,34.1,14.1,0,9
4958,3,322,33.2,13.0,0,19
4958,4,325,35.0,10.7,0,18
4958,5,334,13.7,4.1,0,3
4958,6,404,7.9,1.4,0,2
4959,1,341,83.5,69.2,232,0
4959,2,273,52.0,24.9,0,20
4959,3,272,49.2,20.5,0,31
4959,4,319,45.7,23.5,0,48
4959,5,315,26.0,9.8,0,7
4959,6,428,11.2,3.5,0,6
4960,1,396,78.5,62.8,241,0
4960,2,324,45.9,18.5,0,16
4960,3,313,44.4,15.9,0,14
4960,4,351,38.1,19.6,0,39
4960,5,363,31.6,12.4,0,11
4960,6,395,13.9,3.0,0,3
4961,1,298,77.5,67.1,195,0
4961,2,232,54.3,21.9,0,17
4961,3,241,51.8,21.5,0,17
4961,4,307,36.8,15.3,0,19
4961,5,307,28.3,10.4,0,6
4961,6,419,13.1,4.5,0,4
4962,1,205,74.6,64.3,127,0
4962,2,226,42.9,12.3,0,11
4962,3,242,35.9,14.8,0,15
4962,4,272,18.7,5.5,0,6
4962,5,335,19.1,4.1,0,2
4962,6,449,6.9,1.7,0,2
4963,1,221,74.6,64.2,133,0
4963,2,208,45.1,25.0,0,10
4963,3,191,44.5,16.2,0,20
4963,4,258,33.7,13.5,0,12
4963,5,322,26.0,9.0,0,6
4963,6,484,11.5,2.2,0,0
4964,1,196,76.5,62.2,116,0
4964,2,179,49.7,24.0,0,15
4964,3,192,45.3,19.7,0,17
4964,4,257,31.1,14.4,0,19
4964,5,266,23.3,6.7,0,5
4964,6,325,9.8,2.1,0,4
4965,1,72,36.1,19.4,14,0
4965,2,97,22.6,4.1,0,2
4965,3,96,28.1,15.6,0,10
4965,4,113,16.8,7.9,0,9
4965,5,166,13.2,6.6,0,3
4965,6,297,1.6,0.6,0,1
4966,1,191,67.0,49.2,86,0
4966,2,221,38.9,7.6,0,5
4966,3,226,31.4,13.7,0,8
4966,4,258,23.2,6.5,0,9
4966,5,291,19.2,7.2,0,3
4966,6,452,6.6,1.3,0,3
4967,1,237,74.2,59.4,136,0
4967,2,222,46.4,19.3,0,8
4967,3,229,43.2,14.4,0,10
4967,4,258,32.1,14.3,0,20
4967,5,308,25.3,7.4,0,3
4967,6,451,11.0,3.5,0,1
4968,1,39,30.7,15.3,6,0
4968,2,68,4.4,2.9,0,1
4968,3,73,10.9,5.4,0,2
4968,4,72,4.1,1.3,0,0
4968,5,128,3.9,1.5,0,0
4968,6,304,1.3,0.6,0,1
4969,1,153,68.6,41.8,60,0
4969,2,206,20.8,5.8,0,5
4969,3,223,21.5,5.8,0,6
4969,4,198,13.6,4.5,0,2
4969,5,251,9.5,1.2,0,0
4969,6,414,3.3,0.4,0,0
4970,1,55,43.6,27.2,15,0
4970,2,100,18.0,3.0,0,0
4970,3,105,3.8,0.9,0,0
4970,4,101,5.9,1.9,0,1
4970,5,126,1.5,0.7,0,0
4970,6,322,0.9,0.3,0,1
4971,1,48,37.5,27.0,12,0
4971,2,75,21.3,4.0,0,1
4971,3,70,18.5,7.1,0,4
4971,4,72,6.9,1.3,0,1
4971,5,118,5.0,1.6,0,1
4971,6,366,1.0,0.0,0,0
4972,1,0,0.0,0.0,0,0
4972,2,0,0.0,0.0,0,0
4972,3,0,0.0,0.0,0,0
4972,4,4,0.0,0.0,0,0
4972,5,24,0.0,0.0,0,0
4972,6,320,0.6,0.0,0,0
4973,1,140,62.8,44.2,59,0
4973,2,164,30.4,10.9,0,3
4973,3,174,29.8,9.2,0,10
4973,4,152,23.6,11.1,0,11
4973,5,201,11.9,2.9,0,3
4973,6,411,3.4,0.0,0,0
4974,1,140,53.5,41.4,57,0
4974,2,184,34.7,13.0,0,11
4974,3,188,22.8,7.4,0,2
4974,4,205,21.9,12.6,0,18
4974,5,240,16.6,5.8,0,10
4974,6,398,6.2,2.2,0,5
4976,1,184,45.6,27.7,48,0
4976,2,241,29.8,11.6,0,5
4976,3,240,21.6,7.0,0,7
4976,4,248,18.9,8.8,0,14
4976,5,308,10.3,2.9,0,1
4976,6,385,2.3,0.5,0,1
4977,1,197,71.5,54.8,103,0
4977,2,203,34.9,12.8,0,5
4977,3,264,32.9,9.8,0,6
4977,4,252,28.1,11.9,0,14
4977,5,268,19.4,5.9,0,5
4977,6,405,4.9,1.4,0,3
4978,1,128,57.8,39.0,46,0
4978,2,189,24.3,8.4,0,4
4978,3,188,16.4,3.7,0,4
4978,4,197,13.7,4.0,0,5
4978,5,281,8.9,1.7,0,3
4978,6,405,3.7,0.9,0,0
4979,1,200,55.5,37.5,69,0
4979,2,235,27.6,7.2,0,6
4979,3,266,27.0,7.5,0,6
4979,4,265,23.7,9.8,0,13
4979,5,288,12.5,3.1,0,3
4979,6,341,4.6,2.0,0,3
4980,1,264,85.9,73.4,184,0
4980,2,200,43.5,20.5,0,8
4980,3,197,47.2,24.8,0,9
4980,4,268,39.5,14.5,0,14
4980,5,281,29.1,10.6,0,0
4980,6,529,9.4,2.6,0,0
4981,1,183,63.9,44.8,79,0
4981,2,245,34.6,11.4,0,5
4981,3,236,25.8,9.3,0,10
4981,4,252,21.8,6.7,0,5
4981,5,295,13.2,2.3,0,0
4981,6,403,5.7,0.7,0,2
4982,1,104,42.3,24.0,23,0
4982,2,158,24.0,7.5,0,3
4982,3,139,20.8,5.7,0,2
4982,4,138,14.4,2.9,0,1
4982,5,182,8.2,2.2,0,0
4982,6,324,2.4,0.6,0,1
4983,1,377,78.7,68.7,245,0
4983,2,307,52.4,24.1,0,20
4983,3,315,46.6,22.5,0,13
4983,4,324,37.9,17.5,0,13
4983,5,336,30.3,14.2,0,3
4983,6,385,15.0,4.1,0,0
4984,1,152,59.2,44.0,62,0
4984,2,179,34.0,15.0,0,14
4984,3,187,27.2,11.7,0,11
4984,4,166,18.0,5.4,0,4
4984,5,235,8.0,2.1,0,2
4984,6,477,5.0,1.0,0,1
4985,1,301,80.4,64.1,183,0
4985,2,262,48.4,14.1,0,6
4985,3,275,39.2,16.3,0,16
4985,4,279,29.7,9.6,0,11
4985,5,317,25.5,8.5,0,1
4985,6,455,5.2,0.8,0,2
4986,1,64,40.6,32.8,21,0
4986,2,94,12.7,2.1,0,2
4986,3,103,14.5,7.7,0,7
4986,4,96,6.2,2.0,0,1
4986,5,146,3.4,2.0,0,1
4986,6,310,0.0,0.0,0,0
4987,1,117,50.4,33.3,36,0
4987,2,163,23.3,6.7,0,1
4987,3,175,13.1,4.5,0,1
4987,4,179,10.0,2.7,0,1
4987,5,201,5.9,0.5,0,0
4987,6,327,0.3,0.0,0,0
4988,1,150,54.0,34.0,47,0
4988,2,192,24.4,6.7,0,11
4988,3,224,26.3,8.4,0,6
4988,4,187,19.2,10.7,0,9
4988,5,270,11.4,4.8,0,3
4988,6,328,4.2,1.5,0,1
4989,1,199,77.3,68.3,131,0
4989,2,188,40.9,13.8,0,10
4989,3,203,46.3,14.7,0,8
4989,4,230,33.4,11.7,0,12
4989,5,272,23.9,10.6,0,6
4989,6,352,7.6,1.9,0,2
4990,1,45,20.0,13.3,6,0
4990,2,90,8.8,3.3,0,1
4990,3,87,13.7,5.7,0,1
4990,4,89,2.2,2.2,0,1
4990,5,140,2.1,0.7,0,0
4990,6,348,0.5,0.0,0,0
4991,1,219,74.8,52.5,109,0
4991,2,229,38.4,11.7,0,6
4991,3,218,30.7,12.3,0,10
4991,4,229,20.9,5.6,0,3
4991,5,305,18.0,3.2,0,2
4991,6,395,9.1,2.0,0,1
4992,1,134,60.4,48.5,63,0
4992,2,170,38.2,14.1,0,5
4992,3,175,20.5,7.4,0,3
4992,4,183,16.3,5.4,0,2
4992,5,217,11.5,5.9,0,2
4992,6,473,2.5,0.4,0,0
4993,1,72,40.2,27.7,18,0
4993,2,114,16.6,6.1,0,3
4993,3,101,14.8,5.9,0,1
4993,4,118,5.9,2.5,0,2
4993,5,143,4.2,0.7,0,0
4993,6,250,1.2,0.0,0,0
4994,1,141,57.4,36.1,46,0
4994,2,199,41.7,14.0,0,9
4994,3,184,26.0,3.8,0,1
4994,4,192,18.2,4.1,0,2
4994,5,224,8.0,1.7,0,0
4994,6,426,2.5,0.4,0,2
4995,1,157,49.6,36.9,55,0
4995,2,190,24.2,6.3,0,7
4995,3,197,11.6,1.0,0,0
4995,4,188,14.8,4.2,0,5
4995,5,219,7.3,1.3,0,0
4995,6,344,4.6,1.4,0,1
4996,1,17,5.8,5.8,1,0
4996,2,24,0.0,0.0,0,0
4996,3,19,10.5,5.2,0,0
4996,4,25,4.0,0.0,0,0
4996,5,66,4.5,1.5,0,1
4996,6,293,1.0,0.0,0,0
4997,1,48,12.5,12.5,6,0
4997,2,64,9.3,3.1,0,1
4997,3,73,4.1,0.0,0,0
4997,4,73,9.5,6.8,0,2
4997,5,91,2.2,0.0,0,0
4997,6,278,1.0,0.0,0,0
4998,1,171,64.3,49.1,77,0
4998,2,189,37.0,14.8,0,10
4998,3,190,24.7,9.4,0,8
4998,4,224,30.8,15.1,0,23
4998,5,227,14.1,6.6,0,7
4998,6,351,4.2,2.2,0,5
4999,1,56,19.6,10.7,6,0
4999,2,77,9.0,1.3,0,1
4999,3,82,7.3,3.6,0,3
4999,4,97,9.2,4.1,0,3
4999,5,132,2.2,0.7,0,1
4999,6,259,1.1,0.3,0,1
5000,1,131,67.1,45.0,57,0
5000,2,206,28.6,10.6,0,3
5000,3,190,19.4,5.7,0,4
5000,4,207,14.9,4.8,0,6
5000,5,255,8.2,3.9,0,3
5000,6,399,2.0,0.0,0,0
5001,1,76,52.6,34.2,25,0
5001,2,113,14.1,6.1,0,3
5001,3,112,11.6,0.8,0,0
5001,4,119,18.4,5.8,0,7
5001,5,178,4.4,3.3,0,3
5001,6,296,1.3,0.0,0,0
5002,1,223,73.5,58.7,127,0
5002,2,250,39.6,14.8,0,7
5002,3,245,32.2,12.2,0,16
5002,4,258,30.6,12.0,0,19
5002,5,270,17.4,6.6,0,4
5002,6,321,5.6,1.2,0,1
5003,1,132,45.4,29.5,37,0
5003,2,212,25.4,6.6,0,6
5003,3,208,25.9,7.2,0,10
5003,4,210,13.8,7.6,0,10
5003,5,243,11.9,3.2,0,2
5003,6,399,3.0,0.7,0,1
5004,1,132,63.6,44.7,55,0
5004,2,163,35.5,15.3,0,12
5004,3,167,31.7,14.3,0,15
5004,4,172,24.4,9.3,0,10
5004,5,198,13.6,2.0,0,2
5004,6,442,4.9,1.1,0,1
5005,1,241,64.7,43.1,101,0
5005,2,259,31.2,8.1,0,11
5005,3,253,30.4,8.3,0,11
5005,4,237,27.0,10.9,0,17
5005,5,276,17.0,6.5,0,5
5005,6,305,6.5,1.3,0,3
5006,1,141,52.4,39.0,53,0
5006,2,181,14.9,6.0,0,5
5006,3,191,21.9,8.3,0,8
5006,4,222,16.2,6.7,0,11
5006,5,241,14.5,4.9,0,4
5006,6,301,3.6,0.3,0,0
5007,1,138,43.4,26.8,34,0
5007,2,162,21.6,7.4,0,1
5007,3,165,18.7,3.6,0,1
5007,4,164,17.0,5.4,0,4
5007,5,196,7.1,0.5,0,0
5007,6,370,3.2,0.5,0,0
5008,1,150,49.3,34.6,49,0
5008,2,231,24.6,3.4,0,0
5008,3,205,20.0,6.3,0,2
5008,4,209,15.3,8.1,0,4
5008,5,269,8.9,3.7,0,0
5008,6,454,2.6,0.0,0,0
5009,1,117,59.8,42.7,47,0
5009,2,163,34.3,9.8,0,2
5009,3,185,29.7,12.9,0,9
5009,4,174,24.1,8.0,0,8
5009,5,214,12.6,5.6,0,0
5009,6,415,1.9,0.4,0,1
5010,1,159,64.1,42.1,65,0
5010,2,171,33.9,5.2,0,2
5010,3,180,25.0,4.4,0,4
5010,4,229,19.6,9.1,0,13
5010,5,265,13.2,3.0,0,2
5010,6,372,3.2,0.2,0,0
5011,1,104,45.1,29.8,30,0
5011,2,171,18.7,5.8,0,5
5011,3,180,11.6,2.2,0,1
5011,4,180,13.8,4.4,0,4
5011,5,228,6.1,1.3,0,1
5011,6,403,1.2,0.5,0,1
5012,1,148,57.4,43.9,58,0
5012,2,203,38.4,14.2,0,9
5012,3,218,27.5,9.6,0,10
5012,4,207,24.1,10.6,0,12
5012,5,269,16.7,4.8,0,1
5012,6,309,6.1,1.6,0,1
5013,1,141,55.3,41.8,58,0
5013,2,160,35.0,18.7,0,17
5013,3,185,29.1,12.9,0,12
5013,4,218,27.5,15.1,0,25
5013,5,250,13.2,8.8,0,17
5013,6,428,4.4,1.6,0,5
5014,1,146,56.1,36.3,49,0
5014,2,189,28.5,6.8,0,2
5014,3,216,18.0,5.0,0,1
5014,4,219,18.2,9.1,0,9
5014,5,260,13.0,1.9,0,0
5014,6,387,2.5,1.2,0,2
5015,1,261,79.3,67.8,172,0
5015,2,236,53.8,17.3,0,6
5015,3,224,53.5,19.6,0,13
5015,4,232,33.1,13.7,0,19
5015,5,244,24.5,6.9,0,2
5015,6,481,11.0,1.6,0,2
5016,1,221,78.7,60.1,124,0
5016,2,217,42.4,15.2,0,15
5016,3,229,37.1,13.5,0,13
5016,4,229,25.7,10.0,0,10
5016,5,248,12.9,5.2,0,1
5016,6,380,4.4,0.7,0,1
5017,1,250,80.8,71.6,174,0
5017,2,214,55.1,22.4,0,13
5017,3,217,47.9,19.8,0,8
5017,4,299,35.4,15.3,0,19
5017,5,312,29.8,8.9,0,4
5017,6,472,11.4,3.3,0,0
5018,1,221,74.2,57.0,116,0
5018,2,198,36.3,11.6,0,12
5018,3,226,46.0,18.5,0,18
5018,4,264,28.0,7.9,0,12
5018,5,267,17.6,7.1,0,6
5018,6,412,7.0,1.2,0,0
5019,1,151,52.3,32.4,46,0
5019,2,178,24.7,8.9,0,5
5019,3,182,24.1,7.1,0,7
5019,4,214,15.8,3.2,0,2
5019,5,240,11.2,2.5,0,1
5019,6,423,4.4,1.1,0,1
5020,1,98,56.1,36.7,34,0
5020,2,134,20.1,4.4,0,1
5020,3,159,23.9,7.5,0,9
5020,4,167,16.7,3.5,0,1
5020,5,215,8.8,2.7,0,0
5020,6,290,2.0,1.0,0,2
5021,1,22,27.2,22.7,3,0
5021,2,33,9.0,6.0,0,1
5021,3,35,8.5,2.8,0,0
5021,4,57,3.5,3.5,0,2
5021,5,82,3.6,0.0,0,0
5021,6,249,0.4,0.0,0,0
5022,1,110,45.4,30.9,34,0
5022,2,170,20.0,2.3,0,0
5022,3,167,21.5,8.3,0,10
5022,4,188,19.1,5.8,0,5
5022,5,207,8.2,1.9,0,1
5022,6,318,2.5,0.3,0,0
5023,1,159,57.8,40.8,60,0
5023,2,181,30.9,12.7,0,6
5023,3,169,26.6,6.5,0,6
5023,4,210,23.8,10.4,0,10
5023,5,228,10.0,4.8,0,6
5023,6,358,3.0,0.2,0,0
5024,1,33,33.3,12.1,4,0
5024,2,51,11.7,1.9,0,0
5024,3,54,9.2,1.8,0,0
5024,4,45,6.6,4.4,0,1
5024,5,68,2.9,0.0,0,0
5024,6,197,2.0,0.0,0,0
5025,1,71,40.8,25.3,17,0
5025,2,98,25.5,14.2,0,3
5025,3,91,15.3,7.6,0,3
5025,4,114,12.2,6.1,0,2
5025,5,151,6.6,1.3,0,0
5025,6,360,1.1,0.0,0,0
5026,1,223,81.6,66.8,140,0
5026,2,187,45.4,19.2,0,11
5026,3,188,48.9,21.2,0,11
5026,4,216,33.3,15.2,0,16
5026,5,218,25.2,10.5,0,4
5026,6,323,9.6,3.7,0,2
5027,1,112,60.7,41.9,44,0
5027,2,164,34.7,10.9,0,6
5027,3,164,18.9,6.7,0,4
5027,4,145,18.6,8.2,0,8
5027,5,192,11.9,3.6,0,4
5027,6,346,2.6,0.5,0,1
5028,1,233,82.4,66.5,148,0
5028,2,226,47.7,23.0,0,20
5028,3,234,44.8,18.3,0,23
5028,4,255,29.0,13.3,0,18
5028,5,254,19.6,4.7,0,7
5028,6,348,6.6,1.7,0,2
5029,1,219,73.9,64.3,137,0
5029,2,191,51.3,24.6,0,17
5029,3,216,44.4,18.0,0,14
5029,4,216,36.1,14.8,0,11
5029,5,246,28.4,8.5,0,3
5029,6,389,8.4,1.8,0,2
5030,1,62,22.5,9.6,5,0
5030,2,89,8.9,1.1,0,0
5030,3,85,2.3,1.1,0,0
5030,4,82,6.1,1.2,0,1
5030,5,124,2.4,1.6,0,2
5030,6,295,0.6,0.3,0,0
5031,1,77,37.6,27.2,18,0
5031,2,145,13.7,4.1,0,2
5031,3,159,11.9,2.5,0,2
5031,4,132,11.3,4.5,0,2
5031,5,164,4.2,1.2,0,0
5031,6,264,0.7,0.3,0,0
5032,1,131,58.7,45.8,57,0
5032,2,178,25.2,6.1,0,1
5032,3,178,21.3,8.9,0,8
5032,4,187,21.9,9.6,0,6
5032,5,218,9.1,3.2,0,1
5032,6,388,2.0,0.2,0,0
5033,1,111,55.8,42.3,43,0
5033,2,178,24.7,5.6,0,3
5033,3,149,18.7,5.3,0,5
5033,4,215,13.9,3.2,0,2
5033,5,240,9.1,3.7,0,1
5033,6,396,2.0,0.5,0,0
5034,1,180,67.7,53.8,89,0
5034,2,196,38.2,17.8,0,16
5034,3,208,41.3,19.7,0,13
5034,4,192,35.9,14.0,0,18
5034,5,224,24.1,7.1,0,3
5034,6,333,8.1,2.7,0,4
5035,1,134,52.9,35.0,43,0
5035,2,184,23.3,9.7,0,10
5035,3,189,28.0,10.5,0,16
5035,4,187,17.1,8.0,0,11
5035,5,251,11.1,3.5,0,3
5035,6,256,4.3,0.7,0,0
5036,1,143,60.1,41.2,56,0
5036,2,195,30.2,5.1,0,4
5036,3,202,28.2,9.9,0,7
5036,4,225,24.8,11.1,0,11
5036,5,267,15.7,5.2,0,2
5036,6,366,6.0,3.0,0,6
5037,1,186,74.7,63.9,108,0
5037,2,180,39.4,16.1,0,5
5037,3,196,38.2,16.3,0,11
5037,4,194,27.3,10.8,0,12
5037,5,226,16.8,4.8,0,2
5037,6,389,5.9,1.0,0,1
5038,1,170,83.5,64.1,107,0
5038,2,188,39.8,14.8,0,14
5038,3,197,43.1,16.7,0,16
5038,4,188,25.0,11.7,0,13
5038,5,223,19.2,5.3,0,9
5038,6,374,3.2,0.2,0,1
5039,1,131,62.6,39.6,52,0
5039,2,199,27.1,10.0,0,3
5039,3,185,25.4,7.0,0,4
5039,4,227,27.3,13.6,0,19
5039,5,235,12.3,4.6,0,3
5039,6,328,2.1,0.0,0,0
5040,1,21,33.3,14.2,3,0
5040,2,40,20.0,5.0,0,0
5040,3,38,15.7,5.2,0,0
5040,4,40,10.0,2.5,0,0
5040,5,88,2.2,0.0,0,0
5040,6,306,0.9,0.3,0,0
5041,1,99,60.6,43.4,42,0
5041,2,172,20.3,6.9,0,5
5041,3,189,17.4,6.8,0,9
5041,4,161,14.2,8.7,0,12
5041,5,240,9.1,2.9,0,4
5041,6,314,2.5,0.9,0,3
5042,1,266,75.5,66.1,164,0
5042,2,225,50.2,22.6,0,13
5042,3,228,50.0,19.7,0,13
5042,4,292,41.4,17.8,0,23
5042,5,253,29.2,11.4,0,8
5042,6,323,13.3,2.4,0,2
5043,1,270,81.1,71.8,183,0
5043,2,227,55.5,25.9,0,9
5043,3,226,47.7,22.1,0,11
5043,4,216,40.2,13.8,0,11
5043,5,228,27.6,8.7,0,3
5043,6,377,9.8,3.1,0,1
5044,1,155,60.0,45.1,67,0
